Subject,Relation,Object
cn:steak_sandwich,rdfs:subClassOf,cn:sandwich
cn:pholiota_squarrosoides,rdfs:subClassOf,cn:agaric
cn:turtle_soup,cn:instanceOf,cn:soup
cn:dika_bread,rdfs:subClassOf,cn:food
cn:naengmyeon,rdfs:subClassOf,cn:food
cn:julienne_vegetable,rdfs:subClassOf,cn:vegetable
cn:leaf,cn:madeOf,cn:chlorophyll
cn:dominion,rdfs:subClassOf,cn:state
cn:supplì,cn:instanceOf,cn:snack_food
cn:toast,rdfs:subClassOf,cn:food
cn:eat_in_restaurant,cn:motivatedByGoal,cn:food
cn:oval,rdfs:subClassOf,cn:manifold
cn:chapati,rdfs:subClassOf,cn:food
cn:brittle,rdfs:subClassOf,cn:food
cn:gumbo,rdfs:subClassOf,cn:vegetable
cn:bread_roll,cn:instanceOf,cn:bread
cn:macadamia_nut,rdfs:subClassOf,cn:fruit
cn:cap,cn:partOf,cn:fungus
cn:borscht,cn:instanceOf,cn:soup
cn:fruit,cn:usedFor,cn:spreading_seeds
cn:frog_legs,rdfs:subClassOf,cn:dish
cn:ice_cream,rdfs:subClassOf,cn:food_composite
cn:pink,rdfs:subClassOf,cn:colour
cn:living_thing,rdfs:subClassOf,cn:finite_spatial_thing
cn:frozen_dessert,cn:instanceOf,cn:dessert
cn:slush,rdfs:subClassOf,cn:food
cn:brown_bread,rdfs:subClassOf,cn:bread
cn:greenery,rdfs:subClassOf,cn:leaf
cn:saccharomyces_boulardii,rdfs:subClassOf,cn:fungus
cn:dutch_elm_fungus,rdfs:subClassOf,cn:fungus
cn:scotch_broth,rdfs:subClassOf,cn:soup
cn:roll,rdfs:subClassOf,cn:small_piece_of_baked_dough
cn:pizza,rdfs:subClassOf,cn:food
cn:entities,cn:hasA,cn:shape
cn:bitok,rdfs:subClassOf,cn:dish
cn:angel_wings,rdfs:subClassOf,cn:food
cn:tortilla_chip,rdfs:subClassOf,cn:food
cn:panko_fried_green_tomato,rdfs:subClassOf,cn:course
cn:laksa,rdfs:subClassOf,cn:food
cn:eat_hamburger,cn:motivatedByGoal,cn:food
cn:coloring,rdfs:subClassOf,cn:foodstuff
cn:turnip,rdfs:subClassOf,cn:cruciferous_vegetable
cn:brown_bread,rdfs:subClassOf,cn:food
cn:pancetta,rdfs:subClassOf,cn:food
cn:choux_pastry,rdfs:subClassOf,cn:food
cn:cucumber,rdfs:subClassOf,cn:edible_fruit
cn:disk,cn:hasProperty,cn:circular
cn:crenate_leaf,rdfs:subClassOf,cn:leaf
cn:cotton_candy,rdfs:subClassOf,cn:food
cn:one_apple,rdfs:subClassOf,cn:object
cn:malted_milk,rdfs:subClassOf,cn:ingredient
cn:papaya,rdfs:subClassOf,cn:fruit
cn:suprême_sauce,rdfs:subClassOf,cn:food
cn:unleavened_bread,rdfs:subClassOf,cn:bread
cn:raptorial_bird_flesh,rdfs:subClassOf,cn:meat
cn:auriscalpium,rdfs:subClassOf,cn:fungus
cn:milk,rdfs:subClassOf,cn:foodstuff
cn:moo_goo_gai_pan,rdfs:subClassOf,cn:dish
cn:bánh_mì,cn:instanceOf,cn:bread
cn:dandelion_flower,rdfs:subClassOf,cn:yellow
cn:sachertorte,rdfs:subClassOf,cn:food
cn:ciabatta,rdfs:subClassOf,cn:food
cn:tnt,rdfs:subClassOf,cn:yellow
cn:rectangular,rdfs:subClassOf,cn:shape
cn:ribbon,rdfs:subClassOf,cn:decoration
cn:apricot,rdfs:subClassOf,cn:fruit
cn:rust,rdfs:subClassOf,cn:fungus
cn:heel,cn:partOf,cn:loaf_of_bread
cn:soap_dish,rdfs:subClassOf,cn:dish
cn:sikhye,rdfs:subClassOf,cn:food
cn:leaf,cn:usedFor,cn:herbivore_consumption
cn:satisfying_appetites_with_minimum_effort,cn:hasPrerequisite,cn:food
cn:biryani,rdfs:subClassOf,cn:food
cn:fresh_vegetables,cn:hasProperty,cn:green
cn:food,cn:receivesAction,cn:stored_in_tupperware
cn:dish,cn:usedFor,cn:eat
cn:cryptococcus,rdfs:subClassOf,cn:fungus
cn:nevada,rdfs:subClassOf,cn:state
cn:chocolate,cn:hasA,cn:sweet_taste_and_fragrance
cn:body,cn:usedFor,cn:food
cn:rum_baba,rdfs:subClassOf,cn:food
cn:meat,rdfs:subClassOf,cn:meat_or_legume_food
cn:hamburger,cn:similarTo,cn:vegeburger
cn:scotch_egg,rdfs:subClassOf,cn:dish
cn:honey_mushroom,rdfs:subClassOf,cn:agaric
cn:white_rust,rdfs:subClassOf,cn:fungus
cn:curry,rdfs:subClassOf,cn:food
cn:meat,rdfs:subClassOf,cn:commonly
cn:eyes,cn:hasProperty,cn:green
cn:both_radishes_and_peas,rdfs:subClassOf,cn:vegetables
cn:pavlova,rdfs:subClassOf,cn:dessert
cn:fungus,rdfs:subClassOf,cn:fungus
cn:tasting_sweet,cn:usedFor,cn:dessert
cn:bread,cn:receivesAction,cn:made_from_grain
cn:bread,cn:capableOf,cn:rise_in_oven
cn:many_vegetables,cn:hasProperty,cn:green
cn:phallales,rdfs:subClassOf,cn:fungus
cn:veal_cordon_bleu,rdfs:subClassOf,cn:dish
cn:mooncake,rdfs:subClassOf,cn:food
cn:ajika,rdfs:subClassOf,cn:food
cn:hymenium,cn:partOf,cn:fungus
cn:straightness,rdfs:subClassOf,cn:shape
cn:western,rdfs:subClassOf,cn:sandwich
cn:meringue,rdfs:subClassOf,cn:food
cn:green,cn:similarTo,cn:ill
cn:frangipane,rdfs:subClassOf,cn:food
cn:bread,cn:capableOf,cn:raise_while_cooks
cn:scutula,rdfs:subClassOf,cn:fungus
cn:blue,rdfs:subClassOf,cn:color
cn:cake,rdfs:subClassOf,cn:food
cn:guacamole,rdfs:subClassOf,cn:green
cn:pholiota_flammans,rdfs:subClassOf,cn:agaric
cn:stalked_puffball,rdfs:subClassOf,cn:fungus
cn:entire_leaf,rdfs:subClassOf,cn:leaf
cn:coral_fungus,rdfs:subClassOf,cn:fungus
cn:doughnut,rdfs:subClassOf,cn:food
cn:onions,cn:hasProperty,cn:green
cn:cupcake,rdfs:subClassOf,cn:food
cn:octopus_consists_of_physically,rdfs:subClassOf,cn:meat
cn:fruit,rdfs:subClassOf,cn:portable_object
cn:object,cn:capableOf,cn:become_broken
cn:basidiocarp,cn:partOf,cn:basidiomycete
cn:yellow_road_sign,rdfs:subClassOf,cn:yellow
cn:pancake,rdfs:subClassOf,cn:food
cn:crouton,rdfs:subClassOf,cn:bread
cn:dependency_inversion_principle,rdfs:subClassOf,cn:solid
cn:potato_fungus,rdfs:subClassOf,cn:fungus
cn:seafood,rdfs:subClassOf,cn:food
cn:chocolate,cn:capableOf,cn:melt
cn:dango,rdfs:subClassOf,cn:food
cn:salad,cn:hasProperty,cn:green
cn:grit,rdfs:subClassOf,cn:food
cn:dish,cn:usedFor,cn:serving_food
cn:creature,rdfs:subClassOf,cn:living_thing
cn:go_to_store,cn:motivatedByGoal,cn:ice_cream
cn:orange_juice,rdfs:subClassOf,cn:liquid
cn:chinese_restaurant,cn:usedFor,cn:food
cn:radish,rdfs:subClassOf,cn:cruciferous_vegetable
cn:gochujang,rdfs:subClassOf,cn:food
cn:lettuce,cn:partOf,cn:salad
cn:burrito,rdfs:subClassOf,cn:food
cn:kosher_deli,cn:usedFor,cn:sandwich
cn:deer_mushroom,rdfs:subClassOf,cn:agaric
cn:hamburger,rdfs:subClassOf,cn:ground_meat
cn:open_closed_principle,rdfs:subClassOf,cn:solid
cn:greenishness,rdfs:subClassOf,cn:green
cn:everything,cn:madeOf,cn:matter
cn:beef,rdfs:subClassOf,cn:meat
cn:bamboo,rdfs:subClassOf,cn:solid
cn:lawn,cn:hasProperty,cn:green
cn:tostada,rdfs:subClassOf,cn:tortilla
cn:island,rdfs:subClassOf,cn:state
cn:cheese,rdfs:subClassOf,cn:magazine
cn:lesotho,rdfs:subClassOf,cn:state
cn:parish,rdfs:subClassOf,cn:state
cn:bottle_green,rdfs:subClassOf,cn:green
cn:runcinate_leaf,rdfs:subClassOf,cn:leaf
cn:pumpkin,rdfs:subClassOf,cn:vegetable
cn:bucatini,rdfs:subClassOf,cn:food
cn:fruit,cn:hasProperty,cn:sour
cn:angularity,rdfs:subClassOf,cn:shape
cn:russulales,rdfs:subClassOf,cn:fungus
cn:slice_of_bread,rdfs:subClassOf,cn:bread
cn:nutella,rdfs:subClassOf,cn:food
cn:salad_bowl,rdfs:subClassOf,cn:dish
cn:dish,rdfs:subClassOf,cn:plate_of_food
cn:frozen_dessert,rdfs:subClassOf,cn:food
cn:new_mexico,rdfs:subClassOf,cn:state
cn:candida,rdfs:subClassOf,cn:fungus
cn:banbury_cake,rdfs:subClassOf,cn:food
cn:chocolate_brownie,rdfs:subClassOf,cn:food
cn:suzerain,rdfs:subClassOf,cn:state
cn:chocolate,cn:usedFor,cn:improve_mood
cn:front_garden,cn:usedFor,cn:decoration
cn:lentil_soup,rdfs:subClassOf,cn:soup
cn:fried_rice,rdfs:subClassOf,cn:dish
cn:wine,cn:madeOf,cn:fruit
cn:orecchiette,rdfs:subClassOf,cn:food
cn:patty,rdfs:subClassOf,cn:dish
cn:angular,cn:similarTo,cn:triangular
cn:fruit,cn:hasA,cn:pleasant_taste
cn:pudding,rdfs:subClassOf,cn:food
cn:seed,rdfs:subClassOf,cn:object
cn:cheese,cn:hasA,cn:flavor
cn:liquid,cn:hasProperty,cn:necessary_for_swimming
cn:spring_roll,rdfs:subClassOf,cn:food
cn:lollipop,rdfs:subClassOf,cn:food
cn:food,rdfs:subClassOf,cn:grocery
cn:frog,cn:hasProperty,cn:green
cn:emerald,cn:hasProperty,cn:green
cn:petit_four,cn:instanceOf,cn:dessert
cn:potato_salad,rdfs:subClassOf,cn:food
cn:eurotiales,rdfs:subClassOf,cn:fungus
cn:food,cn:capableOf,cn:elevate_one's_mood
cn:salami,rdfs:subClassOf,cn:sausage
cn:object,cn:receivesAction,cn:moved_in_downward_direction
cn:food,cn:capableOf,cn:cooked_or_uncooked
cn:one_unhealthy_food,cn:hasProperty,cn:chocolate
cn:governorate,rdfs:subClassOf,cn:state
cn:curry_puff,rdfs:subClassOf,cn:food
cn:brick_cheese,rdfs:subClassOf,cn:cheese
cn:sauerbraten,rdfs:subClassOf,cn:food
cn:sisal_leaf,rdfs:subClassOf,cn:leaf
cn:pitcher,rdfs:subClassOf,cn:leaf
cn:clitocybe_subconnexa,rdfs:subClassOf,cn:agaric
cn:clavicipitaceae,rdfs:subClassOf,cn:fungus
cn:food,cn:locatedNear,cn:plate
cn:coquilles_saint_jacques,rdfs:subClassOf,cn:dish
cn:onion_ring,rdfs:subClassOf,cn:food
cn:department,rdfs:subClassOf,cn:state
cn:aqua,rdfs:subClassOf,cn:color
cn:hawaiian_pizza,rdfs:subClassOf,cn:pizza
cn:roundness,rdfs:subClassOf,cn:shape
cn:chocolate,cn:capableOf,cn:coat_cherries
cn:paska,rdfs:subClassOf,cn:food
cn:fusarium,rdfs:subClassOf,cn:fungus
cn:seed_leaf,rdfs:subClassOf,cn:leaf
cn:rabbit,cn:desires,cn:lettuce
cn:chocolate,cn:partOf,cn:cocoa_bean
cn:meat,cn:receivesAction,cn:found_in_animals
cn:dundee_cake,rdfs:subClassOf,cn:food
cn:terrace,cn:usedFor,cn:decoration
cn:meat_loaf,rdfs:subClassOf,cn:person
cn:edible_mushroom_sandwich,rdfs:subClassOf,cn:sandwich
cn:sundae,cn:instanceOf,cn:dessert
cn:volvaria_bombycina,rdfs:subClassOf,cn:fungus
cn:bavarian_cream,rdfs:subClassOf,cn:food
cn:bbq,rdfs:subClassOf,cn:food
cn:fruit,rdfs:subClassOf,cn:plant_part
cn:strawberry,rdfs:subClassOf,cn:aggregate_fruit
cn:mineral,rdfs:subClassOf,cn:matter
cn:cereal,rdfs:subClassOf,cn:food
cn:zabaione,cn:instanceOf,cn:dessert
cn:crookedness,rdfs:subClassOf,cn:shape
cn:fruit,rdfs:subClassOf,cn:part_of_plant
cn:skin_color,rdfs:subClassOf,cn:color
cn:fruit,rdfs:subClassOf,cn:important_food_group
cn:dish,cn:usedFor,cn:having_dinner
cn:korean_cuisine,rdfs:subClassOf,cn:food
cn:peach,rdfs:subClassOf,cn:stone_fruit
cn:cheese_pizza,cn:madeOf,cn:tomato_sauce_kneaded_dough_and_cheese
cn:leaf,cn:partOf,cn:flowers
cn:waiting_on_tables,cn:usedFor,cn:food
cn:cellophane_noodles,rdfs:subClassOf,cn:food
cn:currywurst,rdfs:subClassOf,cn:food
cn:yellow,rdfs:subClassOf,cn:colour
cn:things_with_holes,rdfs:subClassOf,cn:food
cn:coconut,rdfs:subClassOf,cn:food
cn:cock_leekie,rdfs:subClassOf,cn:soup
cn:sandwich_wrap,rdfs:subClassOf,cn:sandwich
cn:food,rdfs:subClassOf,cn:part_of_nation's_culture
cn:toast,cn:madeOf,cn:bread
cn:cyprus,rdfs:subClassOf,cn:state
cn:ocean,cn:hasProperty,cn:liquid
cn:romesco,rdfs:subClassOf,cn:food
cn:rhizopus,rdfs:subClassOf,cn:fungus
cn:purple,rdfs:subClassOf,cn:mix_of_red_and_blue
cn:bannana,rdfs:subClassOf,cn:fruit
cn:castello_toscana,rdfs:subClassOf,cn:cheese
cn:pasty,rdfs:subClassOf,cn:meat_pie
cn:vitamin,rdfs:subClassOf,cn:nutriment
cn:green_light,rdfs:subClassOf,cn:green
cn:green,rdfs:subClassOf,cn:greenish_thing
cn:marasmius_oreades,rdfs:subClassOf,cn:fungus
cn:eating_hamburger,cn:hasPrerequisite,cn:hamburger
cn:liquid,cn:hasProperty,cn:clear
cn:scone,rdfs:subClassOf,cn:food
cn:paecilomyces,rdfs:subClassOf,cn:fungus
cn:hamburger,cn:similarTo,cn:pork_burger
cn:italian_region,rdfs:subClassOf,cn:state
cn:french_toast,rdfs:subClassOf,cn:dish
cn:egg_tart,rdfs:subClassOf,cn:food
cn:cheese,cn:receivesAction,cn:bought_at_grocery
cn:yolk,cn:hasProperty,cn:yellow
cn:hungry_person,cn:desires,cn:food
cn:stuffed_peppers,rdfs:subClassOf,cn:food
cn:hamburger,rdfs:subClassOf,cn:meat_has
cn:orchids,cn:hasProperty,cn:yellow
cn:brussels_sprout,rdfs:subClassOf,cn:cruciferous_vegetable
cn:living_thing,rdfs:subClassOf,cn:living_or_fictional_thing
cn:color_of_grass,cn:hasProperty,cn:green
cn:monkey_bread,rdfs:subClassOf,cn:food
cn:ice_cream,cn:hasProperty,cn:cold_and_sweet
cn:pasta,rdfs:subClassOf,cn:dish
cn:bread,cn:usedFor,cn:sandwiches
cn:bacteria,rdfs:subClassOf,cn:organism
cn:tortillas_and_bread,rdfs:subClassOf,cn:food
cn:cheese,cn:madeOf,cn:fermented_milk_and_bacteria
cn:pepper,rdfs:subClassOf,cn:fruit
cn:bread,cn:usedFor,cn:nutrition
cn:bread,rdfs:subClassOf,cn:food
cn:food,cn:receivesAction,cn:placed_on_serving_cart
cn:neocallimastigomycota,rdfs:subClassOf,cn:fungus
cn:venation,cn:partOf,cn:leaf
cn:concavity,rdfs:subClassOf,cn:shape
cn:waffle,rdfs:subClassOf,cn:food
cn:pajeon,rdfs:subClassOf,cn:food
cn:chromatic,cn:similarTo,cn:buff
cn:syncytium,rdfs:subClassOf,cn:living_thing
cn:varenye,cn:instanceOf,cn:dessert
cn:liskov_substitution_principle,rdfs:subClassOf,cn:solid
cn:fruit,rdfs:subClassOf,cn:better_snack_than_candy
cn:crop,rdfs:subClassOf,cn:living_thing
cn:tortellini,rdfs:subClassOf,cn:food
cn:chocolate,rdfs:subClassOf,cn:composite_edible_substance
cn:simit,rdfs:subClassOf,cn:food
cn:ice_cream,rdfs:subClassOf,cn:frozen_food
cn:schizocarp,rdfs:subClassOf,cn:fruit
cn:general_tso's_chicken,rdfs:subClassOf,cn:food
cn:potato,rdfs:subClassOf,cn:vegetable
cn:gloeophyllum,rdfs:subClassOf,cn:fungus
cn:raisins,rdfs:subClassOf,cn:fruit
cn:food,rdfs:subClassOf,cn:fuel
cn:chocolate,cn:capableOf,cn:melts
cn:narrowing,rdfs:subClassOf,cn:shape
cn:almost_all_metals,cn:hasProperty,cn:solid
cn:mozartkugel,rdfs:subClassOf,cn:food
cn:zeppole,rdfs:subClassOf,cn:food
cn:food,rdfs:subClassOf,cn:often_selected
cn:meat,cn:usedFor,cn:protein
cn:meat,cn:usedFor,cn:waiters_to_serve
cn:flowers,cn:hasProperty,cn:purple
cn:hollandaise_sauce,rdfs:subClassOf,cn:food
cn:maryland,rdfs:subClassOf,cn:state
cn:vegetables,cn:receivesAction,cn:steamed
cn:turkish_delight,rdfs:subClassOf,cn:food
cn:fly_agaric,rdfs:subClassOf,cn:agaric
cn:ice_pop,cn:instanceOf,cn:frozen_dessert
cn:morbier_cheese,rdfs:subClassOf,cn:cheese
cn:green,cn:hasProperty,cn:yellow
cn:poached_egg,rdfs:subClassOf,cn:dish
cn:organism_part,rdfs:subClassOf,cn:living_thing
cn:fabada_asturiana,rdfs:subClassOf,cn:food
cn:yellow_mustard,rdfs:subClassOf,cn:yellow
cn:ham_and_eggs,rdfs:subClassOf,cn:dish
cn:freekeh,rdfs:subClassOf,cn:food
cn:buckthorn_berry,rdfs:subClassOf,cn:fruit
cn:grain,rdfs:subClassOf,cn:foodstuff
cn:gold,cn:usedFor,cn:decoration
cn:tuna,rdfs:subClassOf,cn:meat
cn:satisfy_appetites_with_minimum_effort,cn:hasPrerequisite,cn:food
cn:ice_cream,rdfs:subClassOf,cn:tasty_treat
cn:won_ton,rdfs:subClassOf,cn:soup
cn:flatbread,cn:instanceOf,cn:bread
cn:afikoman,rdfs:subClassOf,cn:food
cn:hygrocybe,rdfs:subClassOf,cn:fungus
cn:food,cn:hasProperty,cn:fried_in_wok
cn:steak,rdfs:subClassOf,cn:food
cn:veluticeps,rdfs:subClassOf,cn:fungus
cn:mould,rdfs:subClassOf,cn:dessert
cn:appenzeller_cheese,rdfs:subClassOf,cn:cheese
cn:cucumbers,rdfs:subClassOf,cn:vegetables
cn:gravlax,rdfs:subClassOf,cn:food
cn:pretzel,rdfs:subClassOf,cn:food
cn:dark_meat,rdfs:subClassOf,cn:meat
cn:barmbrack,rdfs:subClassOf,cn:bread
cn:food,cn:hasProperty,cn:nice_to_eat
cn:pemmican,rdfs:subClassOf,cn:meat
cn:leaf,cn:usedFor,cn:generating_energy_for_plants
cn:pink,rdfs:subClassOf,cn:very_light_red
cn:living_life,cn:hasPrerequisite,cn:food
cn:cucumber,rdfs:subClassOf,cn:crisp_vegetable
cn:montana,rdfs:subClassOf,cn:state
cn:flower,cn:hasProperty,cn:yellow
cn:pizza_toppings,cn:partOf,cn:pizza
cn:entolomataceae,rdfs:subClassOf,cn:fungus
cn:bread,cn:usedFor,cn:making_toast
cn:coprinus,rdfs:subClassOf,cn:fungus
cn:food,cn:hasProperty,cn:necessary_to_sustain_life
cn:chocolate,rdfs:subClassOf,cn:food
cn:teacup,rdfs:subClassOf,cn:dish
cn:food,cn:definedAs,cn:priority_industry
cn:produce,rdfs:subClassOf,cn:raw_edibles
cn:horsemeat,rdfs:subClassOf,cn:meat
cn:pizza,cn:instanceOf,cn:flatbread
cn:nonsolid_color,rdfs:subClassOf,cn:color
cn:piece_de_resistance,rdfs:subClassOf,cn:dish
cn:chocolate_cake,rdfs:subClassOf,cn:food
cn:garden,cn:usedFor,cn:decoration
cn:coprinus_comatus,rdfs:subClassOf,cn:fungus
cn:turnip_green,rdfs:subClassOf,cn:vegetable
cn:youtiao,rdfs:subClassOf,cn:food
cn:amok,rdfs:subClassOf,cn:food
cn:mycelium,cn:partOf,cn:fungus
cn:funnel_cake,rdfs:subClassOf,cn:food
cn:falafel,rdfs:subClassOf,cn:food
cn:sunflowers,cn:hasProperty,cn:yellow
cn:peach,rdfs:subClassOf,cn:edible_fruit
cn:seed,rdfs:subClassOf,cn:fruit
cn:white_castello_cheese,rdfs:subClassOf,cn:cheese
cn:daube,rdfs:subClassOf,cn:food
cn:new_york,rdfs:subClassOf,cn:state
cn:embryo,rdfs:subClassOf,cn:organism
cn:insects,cn:hasProperty,cn:green
cn:heliocybe,rdfs:subClassOf,cn:fungus
cn:egg,rdfs:subClassOf,cn:foodstuff
cn:ice_cream,rdfs:subClassOf,cn:solid_food
cn:muenster,rdfs:subClassOf,cn:cheese
cn:baking_oven,cn:usedFor,cn:bread
cn:bakso,rdfs:subClassOf,cn:food
cn:platter,rdfs:subClassOf,cn:dish
cn:lavash,rdfs:subClassOf,cn:food
cn:obatzda,rdfs:subClassOf,cn:cheese
cn:vanilla_bean,rdfs:subClassOf,cn:fruit
cn:pennsylvania,rdfs:subClassOf,cn:state
cn:mock_turtle_soup,rdfs:subClassOf,cn:soup
cn:meat,cn:usedFor,cn:marinating
cn:bovine_meat,rdfs:subClassOf,cn:meat
cn:armillaria_ponderosa,rdfs:subClassOf,cn:agaric
cn:cheese,rdfs:subClassOf,cn:thing
cn:vegetables,rdfs:subClassOf,cn:commonly
cn:cameroon,rdfs:subClassOf,cn:state
cn:yellow,rdfs:subClassOf,cn:coloring
cn:celery,rdfs:subClassOf,cn:vegetable
cn:onion_bulb,rdfs:subClassOf,cn:living_thing
cn:brunswick_stew,rdfs:subClassOf,cn:food
cn:contumyces,rdfs:subClassOf,cn:fungus
cn:estate,cn:partOf,cn:state
cn:leaf,cn:usedFor,cn:start_new_plant
cn:yellow,rdfs:subClassOf,cn:yellowish_thing
cn:cross_sections_of_cylinders,cn:hasProperty,cn:circular
cn:lepiota_clypeolaria,rdfs:subClassOf,cn:fungus
cn:bread,cn:receivesAction,cn:eaten_with_jam
cn:purple,cn:hasA,cn:shorter_wavelength_than_red
cn:breadstick,cn:instanceOf,cn:bread
cn:yule_log,rdfs:subClassOf,cn:food
cn:column,cn:usedFor,cn:decoration
cn:cracker,rdfs:subClassOf,cn:food
cn:white_grape,rdfs:subClassOf,cn:fruit
cn:crops,rdfs:subClassOf,cn:vegetables
cn:food,cn:receivesAction,cn:eaten
cn:genetically_engineered_organism,rdfs:subClassOf,cn:living_thing
cn:panna_cotta,rdfs:subClassOf,cn:food
cn:chip,rdfs:subClassOf,cn:snack_food
cn:biscuit,rdfs:subClassOf,cn:food
cn:raw_bananas,cn:hasProperty,cn:green
cn:clitocybe_nuda,rdfs:subClassOf,cn:fungus
cn:living_thing,rdfs:subClassOf,cn:tangible_thing
cn:buffet,cn:usedFor,cn:food
cn:scallopine,rdfs:subClassOf,cn:dish
cn:gyroflexus,rdfs:subClassOf,cn:fungus
cn:leek,rdfs:subClassOf,cn:vegetable
cn:nikujaga,cn:instanceOf,cn:soup
cn:baseball_cap,rdfs:subClassOf,cn:cap
cn:cheese,rdfs:subClassOf,cn:solid_food
cn:german_state,rdfs:subClassOf,cn:state
cn:prune,rdfs:subClassOf,cn:living_thing
cn:onion_bread,rdfs:subClassOf,cn:bread
cn:potatoes_and_chicken,rdfs:subClassOf,cn:food
cn:cordon_bleu,rdfs:subClassOf,cn:food
cn:submarine_sandwich,rdfs:subClassOf,cn:food
cn:flour,rdfs:subClassOf,cn:foodstuff
cn:matter,cn:capableOf,cn:exert_force_on_other_matter
cn:sclerotinia,rdfs:subClassOf,cn:fungus
cn:lamb_meat,rdfs:subClassOf,cn:meat
cn:crispbread,rdfs:subClassOf,cn:food
cn:vegetables,rdfs:subClassOf,cn:living_things
cn:salmon_flesh,rdfs:subClassOf,cn:meat
cn:meat,rdfs:subClassOf,cn:inanimate_object
cn:yellow,rdfs:subClassOf,cn:color_assosiated_with_cowardice
cn:pink,rdfs:subClassOf,cn:pinkish_thing
cn:shark_fin_soup,cn:instanceOf,cn:soup
cn:choker,cn:usedFor,cn:decoration
cn:bluish_green,rdfs:subClassOf,cn:green
cn:cheese,rdfs:subClassOf,cn:food_and_recipes_use_food
cn:green_pea_soup,rdfs:subClassOf,cn:soup
cn:kheer,rdfs:subClassOf,cn:food
cn:wine_glass,rdfs:subClassOf,cn:dish
cn:nikujaga,rdfs:subClassOf,cn:food
cn:usnea,rdfs:subClassOf,cn:fungus
cn:malaysian_state,rdfs:subClassOf,cn:state
cn:pizza,rdfs:subClassOf,cn:food_composite
cn:united_kingdom,rdfs:subClassOf,cn:state
cn:boiled_egg,rdfs:subClassOf,cn:dish
cn:potatoes,rdfs:subClassOf,cn:vegetable
cn:liquid,cn:capableOf,cn:become_solid_by_cooling
cn:cortinarius_corrugatus,rdfs:subClassOf,cn:agaric
cn:pineapple_cake,cn:instanceOf,cn:dessert
cn:brazilian_state,rdfs:subClassOf,cn:state
cn:irish_county,rdfs:subClassOf,cn:state
cn:bread,cn:capableOf,cn:rise_until_doubles_in_volume
cn:reich,rdfs:subClassOf,cn:state
cn:state,rdfs:subClassOf,cn:political_entity
cn:edam_cheese,rdfs:subClassOf,cn:cheese
cn:toffee,rdfs:subClassOf,cn:food
cn:egg_tart,cn:instanceOf,cn:dessert
cn:chicken_provencale,rdfs:subClassOf,cn:dish
cn:fraction,cn:partOf,cn:whole
cn:roll,rdfs:subClassOf,cn:piece_of_baked_dough
cn:fruit,cn:hasProperty,cn:good_for_health
cn:syllabub,rdfs:subClassOf,cn:dessert
cn:poutine,rdfs:subClassOf,cn:food
cn:ice_cream,cn:capableOf,cn:taste_sweet
cn:mouton,rdfs:subClassOf,cn:meat
cn:baguette,rdfs:subClassOf,cn:food
cn:bhajji,rdfs:subClassOf,cn:food
cn:cat_tongue,rdfs:subClassOf,cn:food
cn:bowl,cn:usedFor,cn:soup
cn:dead_man's_fingers,rdfs:subClassOf,cn:fungus
cn:egg_white,rdfs:subClassOf,cn:ingredient
cn:circle,rdfs:subClassOf,cn:shape
cn:jewelry,cn:usedFor,cn:decoration
cn:furniture_secretary,cn:usedFor,cn:decoration
cn:chocolate,cn:hasProperty,cn:good
cn:sauce,cn:partOf,cn:pizza
cn:grape,cn:hasProperty,cn:green
cn:cucumber,rdfs:subClassOf,cn:vegetable
cn:berliner,rdfs:subClassOf,cn:food
cn:pholiota_astragalina,rdfs:subClassOf,cn:agaric
cn:american_state,rdfs:subClassOf,cn:state
cn:pizzeria_sells_pizza_which,rdfs:subClassOf,cn:food
cn:café_au_lait,rdfs:subClassOf,cn:food
cn:ragout,rdfs:subClassOf,cn:food
cn:all_beverages,cn:hasProperty,cn:liquid
cn:oligoporus,rdfs:subClassOf,cn:fungus
cn:shchi,cn:instanceOf,cn:soup
cn:matter,cn:hasProperty,cn:solid
cn:bubble_tea,rdfs:subClassOf,cn:food
cn:food,cn:capableOf,cn:cost_lot
cn:ripe_bananas,cn:hasProperty,cn:yellow
cn:chocolate,cn:hasA,cn:lot_of_fat
cn:okra,rdfs:subClassOf,cn:vegetable
cn:chicken,cn:capableOf,cn:food
cn:amanita_caesarea,rdfs:subClassOf,cn:fungus
cn:potoato,rdfs:subClassOf,cn:food
cn:fourth_of_july_tomato,rdfs:subClassOf,cn:fruit
cn:chicago_deep_dish_pizza,rdfs:subClassOf,cn:pizza
cn:pluteus_aurantiorugosus,rdfs:subClassOf,cn:agaric
cn:hygrophoraceae,rdfs:subClassOf,cn:fungus
cn:solanaceous_vegetable,rdfs:subClassOf,cn:vegetable
cn:fruit,rdfs:subClassOf,cn:gay_man
cn:phallus_impudicus,rdfs:subClassOf,cn:fungus
cn:tricholoma_aurantium,rdfs:subClassOf,cn:fungus
cn:shashlik,rdfs:subClassOf,cn:food
cn:thing,rdfs:subClassOf,cn:substance
cn:sea_green,rdfs:subClassOf,cn:green
cn:french_loaf,rdfs:subClassOf,cn:loaf_of_bread
cn:fruit,cn:receivesAction,cn:considered_healthy_food
cn:pea_soup,rdfs:subClassOf,cn:soup
cn:gouda_cheese,rdfs:subClassOf,cn:cheese
cn:vasco_idiazabal,rdfs:subClassOf,cn:cheese
